cast_date	cast_time
06/04/2020	8:35pm
06/04/2020	9:47pm
06/05/2020	2:57am
06/05/2020	3:29am
06/05/2020	3:30am
06/05/2020	4:47am
06/05/2020	4:52am
06/05/2020	6:21am
06/05/2020	6:32am
06/05/2020	7:29am
06/05/2020	7:31am
06/05/2020	8:38am
06/05/2020	8:57am
06/05/2020	9:56am
06/05/2020	10:10am
06/05/2020	10:13am
06/05/2020	10:22am
06/05/2020	11:54am
06/05/2020	12:42pm
06/05/2020	1:07pm
06/05/2020	3:11pm
06/05/2020	5:33pm
06/05/2020	8:23pm
06/06/2020	10:04am
06/07/2020	11:17am
06/08/2020	1:03am
06/08/2020	4:57am
06/08/2020	12:27pm
06/09/2020	9:59am
