cast_date	cast_time
05/14/2020	8:31pm
05/15/2020	1:28am
05/15/2020	1:40am
05/15/2020	1:46am
05/15/2020	2:05am
05/15/2020	2:06am
05/15/2020	2:15am
05/15/2020	3:06am
05/15/2020	3:46am
05/15/2020	3:48am
05/15/2020	6:28am
05/15/2020	8:00am
05/15/2020	8:43am
05/15/2020	8:54am
05/15/2020	9:21am
05/15/2020	10:11am
05/15/2020	12:23pm
05/15/2020	1:46pm
05/15/2020	10:30pm
05/16/2020	4:34am
05/16/2020	1:26pm
05/16/2020	6:36pm
05/17/2020	11:29am
05/18/2020	6:43am
05/18/2020	10:32am
05/20/2020	3:35am
05/20/2020	6:17am
05/22/2020	2:16pm
05/27/2020	4:29am
