cast_date	cast_time
06/21/2020	8:04pm
06/21/2020	8:42pm
06/22/2020	12:55am
06/22/2020	1:46am
06/22/2020	2:16am
06/22/2020	2:16am
06/22/2020	2:20am
06/22/2020	2:40am
06/22/2020	2:47am
06/22/2020	2:50am
06/22/2020	2:59am
06/22/2020	3:01am
06/22/2020	3:04am
06/22/2020	3:12am
06/22/2020	3:14am
06/22/2020	3:28am
06/22/2020	3:28am
06/22/2020	3:48am
06/22/2020	3:49am
06/22/2020	4:18am
06/22/2020	4:51am
06/22/2020	5:12am
06/22/2020	5:57am
06/22/2020	6:20am
06/22/2020	6:51am
06/22/2020	7:15am
06/22/2020	8:06am
06/22/2020	8:56am
06/22/2020	9:09am
06/22/2020	9:33am
06/22/2020	10:29am
06/22/2020	1:51pm
06/22/2020	3:49pm
06/22/2020	7:17pm
06/22/2020	10:27pm
06/23/2020	3:52am
06/23/2020	4:51am
06/23/2020	4:53am
06/23/2020	7:31am
06/23/2020	8:08am
06/23/2020	8:58am
06/23/2020	10:06am
06/23/2020	11:54am
06/23/2020	1:13pm
06/23/2020	5:43pm
06/23/2020	10:01pm
06/24/2020	1:04am
06/24/2020	1:34am
06/24/2020	5:25am
06/24/2020	9:41am
06/25/2020	4:49am
06/25/2020	4:48pm
06/25/2020	10:59pm
06/30/2020	3:29am
