cast_date	cast_time
07/13/2020	9:41pm
07/13/2020	9:49pm
07/13/2020	11:40pm
07/14/2020	3:16am
07/14/2020	3:21am
07/14/2020	3:56am
07/14/2020	4:24am
07/14/2020	4:37am
07/14/2020	6:51am
07/14/2020	7:59am
07/14/2020	9:33am
07/14/2020	9:34am
07/14/2020	10:37am
07/14/2020	10:45am
07/14/2020	11:19am
07/14/2020	11:59am
07/14/2020	12:22pm
07/14/2020	12:39pm
07/14/2020	12:48pm
07/14/2020	2:30pm
07/14/2020	3:25pm
07/14/2020	4:59pm
07/15/2020	2:10am
07/15/2020	4:23am
07/15/2020	5:19am
07/15/2020	7:50pm
07/16/2020	10:55am
07/16/2020	6:02pm
07/16/2020	7:43pm
07/16/2020	10:59pm
07/16/2020	10:59pm
07/17/2020	10:04am
07/20/2020	4:02am
