cast_date	cast_time
06/16/2020	10:46pm
06/16/2020	11:21pm
06/17/2020	3:16am
06/17/2020	3:22am
06/17/2020	3:23am
06/17/2020	3:24am
06/17/2020	4:13am
06/17/2020	7:35am
06/17/2020	7:51am
06/17/2020	8:26am
06/17/2020	8:43am
06/17/2020	9:11am
06/17/2020	9:50am
06/17/2020	10:42am
06/17/2020	3:33pm
06/17/2020	7:50pm
06/18/2020	12:51am
06/18/2020	3:19am
06/18/2020	4:04am
06/18/2020	4:15am
06/18/2020	4:49am
06/19/2020	2:55am
06/19/2020	3:59am
06/19/2020	3:59am
06/19/2020	4:28am
06/22/2020	10:15am
06/23/2020	1:02am
06/23/2020	12:08pm
06/24/2020	8:59am
06/24/2020	9:36am
06/24/2020	9:42pm
