cast_date	cast_time
05/25/2020	8:26pm
05/25/2020	11:04pm
05/26/2020	1:49am
05/26/2020	2:05am
05/26/2020	2:12am
05/26/2020	2:31am
05/26/2020	3:01am
05/26/2020	3:49am
05/26/2020	4:03am
05/26/2020	4:28am
05/26/2020	5:29am
05/26/2020	7:48am
05/26/2020	8:00am
05/26/2020	9:33am
05/26/2020	9:45am
05/26/2020	10:42am
05/26/2020	10:45am
05/26/2020	12:47pm
05/26/2020	3:21pm
05/26/2020	3:46pm
05/27/2020	2:52am
05/27/2020	3:06am
05/27/2020	4:29am
05/27/2020	12:54pm
05/29/2020	5:53am
05/31/2020	9:23pm
06/03/2020	4:44am
