cast_date	cast_time
06/21/2020	8:39pm
06/21/2020	10:38pm
06/21/2020	11:28pm
06/22/2020	12:34am
06/22/2020	1:09am
06/22/2020	2:15am
06/22/2020	3:06am
06/22/2020	3:25am
06/22/2020	3:27am
06/22/2020	3:49am
06/22/2020	3:52am
06/22/2020	4:13am
06/22/2020	4:20am
06/22/2020	4:21am
06/22/2020	6:07am
06/22/2020	8:30am
06/22/2020	8:57am
06/22/2020	9:25am
06/22/2020	11:52am
06/22/2020	2:45pm
06/22/2020	3:42pm
06/22/2020	9:44pm
06/22/2020	11:25pm
06/23/2020	3:17am
06/23/2020	6:12am
06/23/2020	9:32am
06/23/2020	10:58am
06/23/2020	1:16pm
06/23/2020	1:45pm
06/23/2020	10:01pm
06/24/2020	3:57am
06/26/2020	3:02am
06/26/2020	2:50pm
