cast_date	cast_time
06/17/2020	8:39pm
06/17/2020	9:11pm
06/18/2020	1:00am
06/18/2020	1:10am
06/18/2020	1:15am
06/18/2020	1:17am
06/18/2020	1:42am
06/18/2020	1:59am
06/18/2020	2:37am
06/18/2020	2:51am
06/18/2020	2:53am
06/18/2020	3:13am
06/18/2020	3:16am
06/18/2020	3:24am
06/18/2020	3:31am
06/18/2020	3:43am
06/18/2020	4:32am
06/18/2020	4:47am
06/18/2020	8:38am
06/18/2020	10:53am
06/18/2020	1:02pm
06/18/2020	1:39pm
06/18/2020	3:02pm
06/18/2020	8:19pm
06/19/2020	4:57am
06/19/2020	7:40am
06/19/2020	7:48am
06/19/2020	8:22am
06/19/2020	2:50pm
06/19/2020	3:33pm
06/21/2020	7:52pm
06/22/2020	4:56am
06/22/2020	5:08am
06/24/2020	4:29am
