cast_date	cast_time
05/21/2020	9:32pm
05/21/2020	9:51pm
05/21/2020	10:03pm
05/21/2020	10:04pm
05/21/2020	10:30pm
05/21/2020	10:48pm
05/22/2020	12:10am
05/22/2020	12:49am
05/22/2020	2:49am
05/22/2020	2:59am
05/22/2020	3:01am
05/22/2020	3:05am
05/22/2020	3:46am
05/22/2020	8:37am
05/22/2020	8:45am
05/22/2020	12:13pm
05/22/2020	2:01pm
05/22/2020	4:00pm
05/22/2020	6:06pm
05/23/2020	4:12am
05/23/2020	7:25am
05/23/2020	1:33pm
05/24/2020	5:48am
05/24/2020	9:43pm
05/25/2020	2:31am
05/25/2020	6:39am
05/25/2020	10:17am
05/27/2020	9:59am
