cast_date	cast_time
06/16/2020	8:13pm
06/17/2020	12:57am
06/17/2020	1:20am
06/17/2020	1:46am
06/17/2020	2:43am
06/17/2020	2:46am
06/17/2020	2:48am
06/17/2020	3:15am
06/17/2020	3:58am
06/17/2020	4:12am
06/17/2020	7:36am
06/17/2020	7:45am
06/17/2020	9:38am
06/17/2020	10:36am
06/17/2020	1:54pm
06/17/2020	2:11pm
06/17/2020	3:33pm
06/17/2020	3:43pm
06/17/2020	4:47pm
06/17/2020	6:44pm
06/18/2020	6:32am
06/18/2020	7:09am
06/18/2020	9:41am
06/19/2020	4:56am
06/19/2020	8:24am
06/19/2020	12:47pm
06/19/2020	3:08pm
06/20/2020	3:03am
06/22/2020	4:43am
