cast_date	cast_time
06/04/2020	9:27pm
06/04/2020	9:55pm
06/05/2020	12:25am
06/05/2020	2:30am
06/05/2020	2:54am
06/05/2020	3:07am
06/05/2020	3:13am
06/05/2020	3:17am
06/05/2020	3:50am
06/05/2020	5:44am
06/05/2020	6:20am
06/05/2020	7:22am
06/05/2020	7:27am
06/05/2020	8:37am
06/05/2020	8:38am
06/05/2020	9:23am
06/05/2020	9:41am
06/05/2020	12:44pm
06/05/2020	12:45pm
06/05/2020	1:08pm
06/05/2020	1:09pm
06/05/2020	2:01pm
06/05/2020	2:10pm
06/05/2020	3:57pm
06/05/2020	5:32pm
06/05/2020	7:41pm
06/05/2020	8:15pm
06/05/2020	8:23pm
06/05/2020	11:08pm
06/06/2020	2:21pm
06/06/2020	4:28pm
06/07/2020	9:52pm
06/08/2020	1:01am
06/08/2020	2:43am
06/08/2020	9:59am
