cast_date	cast_time
06/18/2020	8:22pm
06/18/2020	9:08pm
06/18/2020	9:19pm
06/19/2020	1:00am
06/19/2020	2:49am
06/19/2020	2:56am
06/19/2020	2:57am
06/19/2020	3:53am
06/19/2020	4:51am
06/19/2020	6:27am
06/19/2020	7:15am
06/19/2020	7:35am
06/19/2020	8:01am
06/19/2020	8:14am
06/19/2020	10:06am
06/19/2020	10:42am
06/19/2020	2:41pm
06/19/2020	3:38pm
06/19/2020	6:26pm
06/20/2020	5:43am
06/21/2020	7:55am
06/22/2020	5:03am
06/22/2020	5:08am
06/22/2020	10:54am
06/22/2020	6:34pm
06/23/2020	1:29am
06/23/2020	4:42am
06/23/2020	10:02am
06/23/2020	3:21pm
06/24/2020	3:51am
06/24/2020	4:29am
06/30/2020	11:29pm
