cast_date	cast_time
06/29/2020	9:26pm
06/29/2020	9:41pm
06/29/2020	10:08pm
06/29/2020	10:24pm
06/30/2020	3:10am
06/30/2020	3:24am
06/30/2020	4:49am
06/30/2020	4:55am
06/30/2020	7:00am
06/30/2020	8:27am
06/30/2020	9:33am
06/30/2020	10:33am
06/30/2020	11:09am
06/30/2020	3:08pm
06/30/2020	3:23pm
06/30/2020	3:26pm
06/30/2020	5:38pm
06/30/2020	5:43pm
06/30/2020	6:38pm
06/30/2020	8:49pm
06/30/2020	9:19pm
07/01/2020	1:28pm
07/01/2020	6:28pm
07/02/2020	7:12am
07/02/2020	10:59pm
07/02/2020	10:59pm
07/03/2020	12:44pm
07/05/2020	9:29pm
07/06/2020	2:02am
07/07/2020	7:16am
07/09/2020	10:59pm
07/09/2020	10:59pm
