cast_date	cast_time
06/24/2020	8:34pm
06/24/2020	9:14pm
06/24/2020	11:24pm
06/25/2020	12:05am
06/25/2020	1:48am
06/25/2020	2:42am
06/25/2020	2:48am
06/25/2020	3:50am
06/25/2020	3:52am
06/25/2020	4:45am
06/25/2020	5:18am
06/25/2020	5:34am
06/25/2020	6:28am
06/25/2020	6:32am
06/25/2020	6:55am
06/25/2020	9:41am
06/25/2020	12:06pm
06/25/2020	1:18pm
06/25/2020	2:32pm
06/25/2020	2:36pm
06/25/2020	7:17pm
06/25/2020	8:49pm
06/25/2020	11:08pm
06/25/2020	11:21pm
06/25/2020	11:46pm
06/26/2020	4:32am
06/27/2020	5:40am
06/28/2020	9:25am
07/01/2020	8:46am
07/01/2020	11:27am
07/02/2020	10:59pm
07/02/2020	10:59pm
