cast_date	cast_time
06/24/2020	8:42pm
06/24/2020	9:14pm
06/24/2020	11:04pm
06/25/2020	12:13am
06/25/2020	12:28am
06/25/2020	12:57am
06/25/2020	1:02am
06/25/2020	2:31am
06/25/2020	2:36am
06/25/2020	2:50am
06/25/2020	3:18am
06/25/2020	3:51am
06/25/2020	4:21am
06/25/2020	4:26am
06/25/2020	4:44am
06/25/2020	4:47am
06/25/2020	5:18am
06/25/2020	5:27am
06/25/2020	6:38am
06/25/2020	7:28am
06/25/2020	7:45am
06/25/2020	7:59am
06/25/2020	8:14am
06/25/2020	8:29am
06/25/2020	8:41am
06/25/2020	9:05am
06/25/2020	9:44am
06/25/2020	9:48am
06/25/2020	9:55am
06/25/2020	10:15am
06/25/2020	10:27am
06/25/2020	10:41am
06/25/2020	10:42am
06/25/2020	11:49am
06/25/2020	12:13pm
06/25/2020	12:41pm
06/25/2020	4:16pm
06/25/2020	4:32pm
06/25/2020	4:33pm
06/25/2020	9:11pm
06/25/2020	11:23pm
06/26/2020	6:16am
06/26/2020	6:17am
06/26/2020	9:15am
06/26/2020	11:11am
06/26/2020	2:14pm
06/26/2020	5:20pm
06/28/2020	4:21am
06/29/2020	3:23am
06/29/2020	4:24am
06/29/2020	10:13am
06/29/2020	11:32am
06/29/2020	1:38pm
06/30/2020	8:48am
06/30/2020	12:17pm
07/01/2020	10:49am
07/01/2020	11:25am
07/01/2020	2:12pm
07/02/2020	11:59am
07/06/2020	10:37am
07/06/2020	3:23pm
07/06/2020	3:45pm
