cast_date	cast_time
05/26/2020	8:09pm
05/26/2020	8:21pm
05/26/2020	8:24pm
05/26/2020	8:33pm
05/26/2020	9:11pm
05/26/2020	9:53pm
05/26/2020	11:04pm
05/26/2020	11:19pm
05/27/2020	1:35am
05/27/2020	2:07am
05/27/2020	3:12am
05/27/2020	3:19am
05/27/2020	3:30am
05/27/2020	3:34am
05/27/2020	3:49am
05/27/2020	4:09am
05/27/2020	4:13am
05/27/2020	4:27am
05/27/2020	4:54am
05/27/2020	5:12am
05/27/2020	5:18am
05/27/2020	6:01am
05/27/2020	6:10am
05/27/2020	6:36am
05/27/2020	6:43am
05/27/2020	7:09am
05/27/2020	8:43am
05/27/2020	8:48am
05/27/2020	9:49am
05/27/2020	9:52am
05/27/2020	10:59am
05/27/2020	11:35am
05/27/2020	12:09pm
05/27/2020	3:51pm
05/28/2020	3:17am
05/28/2020	6:56am
05/28/2020	7:58am
05/28/2020	8:35am
05/28/2020	8:36am
05/28/2020	9:35am
05/28/2020	10:13am
05/28/2020	10:14am
05/28/2020	4:44pm
05/28/2020	4:46pm
05/28/2020	9:05pm
05/29/2020	1:35am
05/29/2020	1:41am
05/29/2020	7:20am
05/29/2020	9:22am
05/29/2020	10:05am
05/29/2020	10:49am
05/29/2020	11:32am
05/29/2020	1:25pm
05/31/2020	8:25pm
06/02/2020	6:24am
06/02/2020	12:29pm
06/02/2020	3:11pm
06/02/2020	7:48pm
06/03/2020	4:07am
06/03/2020	7:48am
06/04/2020	9:15am
06/08/2020	7:02am
