cast_date	cast_time
07/21/2020	8:56pm
07/21/2020	9:12pm
07/22/2020	1:10am
07/22/2020	2:20am
07/22/2020	2:27am
07/22/2020	3:43am
07/22/2020	3:54am
07/22/2020	3:58am
07/22/2020	4:13am
07/22/2020	4:20am
07/22/2020	4:32am
07/22/2020	4:41am
07/22/2020	4:58am
07/22/2020	7:04am
07/22/2020	8:04am
07/22/2020	9:08am
07/22/2020	9:18am
07/22/2020	9:32am
07/22/2020	11:58am
07/22/2020	11:59am
07/22/2020	12:24pm
07/22/2020	1:27pm
07/22/2020	4:55pm
07/23/2020	2:49am
07/23/2020	7:20pm
07/24/2020	4:14am
07/24/2020	5:36am
07/27/2020	3:51am
07/27/2020	9:59am
07/27/2020	9:59am
07/27/2020	10:09pm
08/03/2020	4:19am
