cast_date	cast_time
05/12/2020	8:27pm
05/12/2020	8:33pm
05/12/2020	9:25pm
05/12/2020	9:49pm
05/12/2020	10:40pm
05/12/2020	10:44pm
05/12/2020	11:32pm
05/12/2020	11:33pm
05/13/2020	2:33am
05/13/2020	2:50am
05/13/2020	4:08am
05/13/2020	4:23am
05/13/2020	5:25am
05/13/2020	5:27am
05/13/2020	6:01am
05/13/2020	6:10am
05/13/2020	6:30am
05/13/2020	7:49am
05/13/2020	7:58am
05/13/2020	8:22am
05/13/2020	8:53am
05/13/2020	9:39am
05/13/2020	9:43am
05/13/2020	10:10am
05/13/2020	10:50am
05/13/2020	10:55am
05/13/2020	11:02am
05/13/2020	12:22pm
05/13/2020	12:22pm
05/13/2020	1:21pm
05/13/2020	1:35pm
05/13/2020	1:45pm
05/13/2020	3:48pm
05/13/2020	5:14pm
05/13/2020	9:33pm
05/13/2020	11:52pm
05/13/2020	11:54pm
05/14/2020	12:36am
05/14/2020	2:58am
05/14/2020	5:07am
05/14/2020	10:08am
05/14/2020	11:56am
05/15/2020	1:03am
05/15/2020	2:43am
05/19/2020	11:18am
05/19/2020	7:49pm
05/20/2020	9:59am
