cast_date	cast_time
05/27/2020	8:06pm
05/27/2020	8:45pm
05/27/2020	9:37pm
05/28/2020	2:09am
05/28/2020	2:47am
05/28/2020	3:26am
05/28/2020	3:53am
05/28/2020	4:14am
05/28/2020	5:15am
05/28/2020	7:34am
05/28/2020	8:32am
05/28/2020	9:09am
05/28/2020	10:59am
05/28/2020	11:26am
05/28/2020	11:59am
05/28/2020	2:43pm
05/28/2020	3:29pm
05/29/2020	1:29am
05/29/2020	1:45am
05/29/2020	2:29am
05/29/2020	4:11am
05/29/2020	6:01am
05/29/2020	6:09am
05/29/2020	9:59am
06/03/2020	10:52am
06/03/2020	7:59pm
06/05/2020	2:28pm
06/06/2020	10:38am
