cast_date	cast_time
07/15/2020	8:13pm
07/15/2020	9:07pm
07/15/2020	9:08pm
07/15/2020	11:34pm
07/16/2020	1:46am
07/16/2020	2:13am
07/16/2020	2:13am
07/16/2020	2:37am
07/16/2020	3:06am
07/16/2020	3:38am
07/16/2020	4:30am
07/16/2020	4:32am
07/16/2020	4:40am
07/16/2020	6:07am
07/16/2020	8:00am
07/16/2020	8:26am
07/16/2020	8:37am
07/16/2020	8:49am
07/16/2020	10:51am
07/16/2020	1:10pm
07/16/2020	4:23pm
07/16/2020	4:47pm
07/16/2020	5:29pm
07/16/2020	7:27pm
07/16/2020	10:59pm
07/16/2020	10:59pm
07/17/2020	6:59am
07/17/2020	10:10am
07/17/2020	10:49am
07/17/2020	11:07am
07/17/2020	5:13pm
07/19/2020	6:54am
07/20/2020	3:55am
07/23/2020	1:44pm
