cast_date	cast_time
05/27/2020	9:10pm
05/28/2020	12:42am
05/28/2020	12:57am
05/28/2020	2:09am
05/28/2020	2:15am
05/28/2020	2:50am
05/28/2020	7:34am
05/28/2020	9:52am
05/28/2020	9:53am
05/28/2020	10:02am
05/28/2020	10:05am
05/28/2020	10:28am
05/28/2020	11:27am
05/28/2020	12:38pm
05/28/2020	1:47pm
05/28/2020	1:53pm
05/28/2020	2:13pm
05/28/2020	2:43pm
05/29/2020	3:21am
05/29/2020	3:25am
05/29/2020	4:10am
06/01/2020	4:31am
06/02/2020	10:14am
06/03/2020	10:26am
06/05/2020	2:27pm
06/08/2020	1:11pm
06/12/2020	11:59am
