cast_date	cast_time
06/16/2020	8:22pm
06/16/2020	8:22pm
06/17/2020	1:31am
06/17/2020	2:32am
06/17/2020	2:40am
06/17/2020	4:00am
06/17/2020	4:09am
06/17/2020	6:35am
06/17/2020	6:40am
06/17/2020	6:57am
06/17/2020	7:04am
06/17/2020	7:43am
06/17/2020	9:32am
06/17/2020	9:38am
06/17/2020	10:17am
06/17/2020	10:24am
06/17/2020	10:28am
06/17/2020	12:08pm
06/17/2020	12:26pm
06/17/2020	3:16pm
06/17/2020	3:33pm
06/17/2020	3:42pm
06/17/2020	7:45pm
06/18/2020	4:14am
06/18/2020	4:49am
06/18/2020	6:56am
06/19/2020	8:24am
06/19/2020	1:17pm
06/19/2020	9:11pm
06/22/2020	10:58am
