cast_date	cast_time
07/07/2020	11:05pm
07/08/2020	2:43am
07/08/2020	2:53am
07/08/2020	3:49am
07/08/2020	4:47am
07/08/2020	5:09am
07/08/2020	5:51am
07/08/2020	7:42am
07/08/2020	8:40am
07/08/2020	9:15am
07/08/2020	9:26am
07/08/2020	9:34am
07/08/2020	9:50am
07/08/2020	10:01am
07/08/2020	11:32am
07/08/2020	11:42am
07/08/2020	12:04pm
07/08/2020	12:09pm
07/08/2020	12:09pm
07/08/2020	12:10pm
07/08/2020	12:16pm
07/08/2020	12:44pm
07/08/2020	2:14pm
07/08/2020	2:19pm
07/08/2020	2:21pm
07/08/2020	2:30pm
07/08/2020	3:24pm
07/08/2020	3:46pm
07/08/2020	7:40pm
07/09/2020	6:13am
07/09/2020	1:59pm
07/10/2020	3:59am
07/10/2020	4:05am
07/10/2020	9:46am
07/10/2020	6:59pm
