cast_date	cast_time
05/11/2020	8:29pm
05/11/2020	10:37pm
05/11/2020	11:39pm
05/12/2020	12:41am
05/12/2020	1:40am
05/12/2020	1:54am
05/12/2020	2:22am
05/12/2020	4:14am
05/12/2020	4:19am
05/12/2020	6:40am
05/12/2020	6:47am
05/12/2020	6:56am
05/12/2020	7:51am
05/12/2020	8:40am
05/12/2020	9:22am
05/12/2020	11:42am
05/12/2020	11:50am
05/12/2020	12:31pm
05/12/2020	3:25pm
05/12/2020	7:10pm
05/12/2020	9:58pm
05/15/2020	1:39pm
05/15/2020	10:07pm
05/16/2020	1:19pm
05/17/2020	10:27am
05/17/2020	7:01pm
05/18/2020	2:58am
05/18/2020	8:59am
