cast_date	cast_time
05/28/2020	12:39am
05/28/2020	12:45am
05/28/2020	2:09am
05/28/2020	2:10am
05/28/2020	2:45am
05/28/2020	3:32am
05/28/2020	4:08am
05/28/2020	4:15am
05/28/2020	4:16am
05/28/2020	4:29am
05/28/2020	4:41am
05/28/2020	5:32am
05/28/2020	7:33am
05/28/2020	8:13am
05/28/2020	9:11am
05/28/2020	10:24am
05/28/2020	12:27pm
05/28/2020	2:43pm
05/28/2020	4:46pm
05/29/2020	1:50am
05/29/2020	3:25am
05/31/2020	9:48pm
06/01/2020	4:31am
06/02/2020	6:29pm
06/03/2020	1:46am
06/03/2020	9:56am
06/03/2020	12:58pm
06/04/2020	2:21pm
06/08/2020	8:14am
