cast_date	cast_time
05/12/2020	1:25am
05/12/2020	1:40am
05/12/2020	3:09am
05/12/2020	3:30am
05/12/2020	3:46am
05/12/2020	3:47am
05/12/2020	3:53am
05/12/2020	4:30am
05/12/2020	4:40am
05/12/2020	4:41am
05/12/2020	5:27am
05/12/2020	5:30am
05/12/2020	5:31am
05/12/2020	6:18am
05/12/2020	6:38am
05/12/2020	6:39am
05/12/2020	6:44am
05/12/2020	6:56am
05/12/2020	7:24am
05/12/2020	8:34am
05/12/2020	9:00am
05/12/2020	9:23am
05/12/2020	10:19am
05/12/2020	11:06am
05/12/2020	11:09am
05/12/2020	11:51am
05/12/2020	7:46pm
05/13/2020	9:35am
05/13/2020	10:19am
05/13/2020	1:04pm
05/13/2020	1:33pm
05/15/2020	1:43pm
05/15/2020	2:01pm
05/19/2020	5:59am
