cast_date	cast_time
02/10/2020	9:58pm
02/11/2020	12:39am
02/11/2020	1:19am
02/11/2020	1:37am
02/11/2020	2:02am
02/11/2020	2:06am
02/11/2020	2:24am
02/11/2020	2:35am
02/11/2020	3:21am
02/11/2020	4:35am
02/11/2020	5:19am
02/11/2020	6:21am
02/11/2020	6:47am
02/11/2020	8:49am
02/11/2020	8:51am
02/11/2020	9:10am
02/11/2020	10:08am
02/11/2020	10:30am
02/11/2020	11:06am
02/11/2020	11:07am
02/11/2020	11:22am
02/11/2020	12:32pm
02/11/2020	2:15pm
02/11/2020	4:02pm
02/11/2020	4:14pm
02/11/2020	4:21pm
02/12/2020	10:41am
02/12/2020	12:45pm
02/13/2020	10:10am
02/13/2020	10:21am
02/14/2020	1:11am
02/14/2020	3:59am
02/14/2020	4:43am
02/14/2020	7:47am
02/14/2020	9:48am
02/14/2020	10:33am
02/14/2020	11:24am
02/17/2020	3:00am
02/17/2020	7:14am
02/20/2020	4:06am
02/20/2020	8:44pm
02/21/2020	9:28am
02/21/2020	10:31am
02/28/2020	8:45am
03/13/2020	3:29pm
