cast_date	cast_time
07/08/2020	12:32am
07/08/2020	2:01am
07/08/2020	3:11am
07/08/2020	3:32am
07/08/2020	3:47am
07/08/2020	3:50am
07/08/2020	5:35am
07/08/2020	7:46am
07/08/2020	8:51am
07/08/2020	9:01am
07/08/2020	9:04am
07/08/2020	9:07am
07/08/2020	9:12am
07/08/2020	9:17am
07/08/2020	9:34am
07/08/2020	11:56am
07/08/2020	12:02pm
07/08/2020	12:27pm
07/08/2020	2:05pm
07/08/2020	2:21pm
07/08/2020	2:27pm
07/08/2020	3:05pm
07/08/2020	3:21pm
07/08/2020	5:37pm
07/09/2020	4:32am
07/09/2020	9:06pm
07/09/2020	10:59pm
07/09/2020	10:59pm
07/09/2020	10:59pm
07/09/2020	10:59pm
07/09/2020	11:21pm
07/10/2020	4:00am
07/10/2020	5:27am
07/10/2020	10:11am
07/10/2020	3:50pm
